Date,Product,Category,Region,Quantity,Unit_Price,Total_Sales,On_Promotion
2023-02-01,Laptop,Electronics,North,110,977.24,107496.02,False
2023-02-01,Laptop,Electronics,South,106,1011.97,107268.37,False
2023-02-01,Smartphone,Electronics,East,89,701.14,62401.28,False
2023-02-01,Smartphone,Electronics,West,139,709.85,98669.56,False
2023-02-01,Smartphone,Electronics,North,105,719.74,75572.3,False
2023-02-01,Smartphone,Electronics,South,88,719.64,63328.05,False
2023-02-01,Headphones,Electronics,East,93,158.46,14736.38,False
2023-02-01,Headphones,Electronics,West,112,160.62,17989.59,False
2023-02-01,Headphones,Electronics,North,136,163.42,22224.95,False
2023-02-01,Headphones,Electronics,South,123,156.69,19272.39,False
2023-02-01,Coffee Maker,Appliances,East,199,79.64,15848.59,False
2023-02-01,Coffee Maker,Appliances,West,128,78.25,10015.59,False
2023-02-01,Coffee Maker,Appliances,North,148,77.74,11505.72,False
2023-02-01,Coffee Maker,Appliances,South,217,78.54,17042.7,False
2023-02-01,Blender,Appliances,East,102,51.02,5204.08,False
2023-02-01,Blender,Appliances,West,127,39.12,4968.07,True
2023-02-01,Blender,Appliances,North,91,50.54,4599.43,False
2023-02-01,Blender,Appliances,South,74,40.47,2994.76,True
2023-02-01,Office Chair,Furniture,East,154,194.52,29956.35,False
2023-02-01,Office Chair,Furniture,West,104,202.2,21028.71,False
2023-02-01,Office Chair,Furniture,North,114,202.32,23064.25,False
2023-02-01,Office Chair,Furniture,South,93,195.96,18223.91,False
2023-02-01,Desk,Furniture,East,140,290.6,40684.21,False
2023-02-01,Desk,Furniture,West,119,304.06,36183.7,False
2023-02-01,Desk,Furniture,North,125,304.38,38047.63,False
2023-02-01,Desk,Furniture,South,116,242.24,28100.35,True
2023-02-02,Laptop,Electronics,East,103,1012.24,104260.64,False
2023-02-02,Laptop,Electronics,West,93,999.2,92925.96,False
2023-02-02,Laptop,Electronics,North,118,1028.62,121376.81,False
2023-02-02,Laptop,Electronics,South,83,1012.43,84031.8,False
2023-02-02,Smartphone,Electronics,East,129,715.26,92268.99,False
2023-02-02,Smartphone,Electronics,West,133,703.48,93562.88,False
2023-02-02,Smartphone,Electronics,North,99,700.32,69332.14,False
2023-02-02,Smartphone,Electronics,South,151,550.83,83174.69,True
2023-02-02,Headphones,Electronics,East,114,155.51,17728.43,False
2023-02-02,Headphones,Electronics,West,63,161.99,10205.46,False
2023-02-02,Headphones,Electronics,North,105,128.31,13472.37,True
2023-02-02,Headphones,Electronics,South,103,125.28,12903.98,True
2023-02-02,Coffee Maker,Appliances,East,245,80.0,19599.0,False
2023-02-02,Coffee Maker,Appliances,West,193,78.8,15208.82,False
2023-02-02,Coffee Maker,Appliances,North,210,82.69,17363.99,False
2023-02-02,Coffee Maker,Appliances,South,124,83.17,10312.94,False
2023-02-02,Blender,Appliances,East,107,50.33,5385.55,False
2023-02-02,Blender,Appliances,West,122,40.32,4919.51,True
2023-02-02,Blender,Appliances,North,75,50.55,3791.1,False
2023-02-02,Blender,Appliances,South,83,50.23,4169.2,False
2023-02-02,Office Chair,Furniture,East,164,199.17,32664.23,False
2023-02-02,Office Chair,Furniture,West,168,198.13,33285.31,False
2023-02-02,Office Chair,Furniture,North,130,198.18,25763.85,False
2023-02-02,Office Chair,Furniture,South,117,195.47,22869.73,False
2023-02-02,Desk,Furniture,East,159,295.16,46931.12,False
2023-02-02,Desk,Furniture,West,122,301.51,36784.09,False
2023-02-02,Desk,Furniture,North,122,302.72,36931.64,False
2023-02-02,Desk,Furniture,South,115,298.75,34356.81,False
2023-02-03,Laptop,Electronics,East,91,969.02,88180.63,False
2023-02-03,Laptop,Electronics,West,92,994.87,91527.71,False
2023-02-03,Laptop,Electronics,North,107,1009.58,108024.92,False
2023-02-03,Laptop,Electronics,South,77,975.93,75146.32,False
2023-02-03,Smartphone,Electronics,East,83,695.06,57690.24,False
2023-02-03,Smartphone,Electronics,West,75,693.6,52020.33,False
2023-02-03,Smartphone,Electronics,North,107,692.19,74063.92,False
2023-02-03,Smartphone,Electronics,South,74,559.64,41413.35,True
2023-02-03,Headphones,Electronics,East,107,154.28,16507.49,False
2023-02-03,Headphones,Electronics,West,134,160.58,21517.48,False
2023-02-03,Headphones,Electronics,North,105,156.78,16461.61,False
2023-02-03,Headphones,Electronics,South,59,159.73,9424.19,False
2023-02-03,Coffee Maker,Appliances,East,187,79.11,14793.73,False
2023-02-03,Coffee Maker,Appliances,West,135,66.22,8939.36,True
2023-02-03,Coffee Maker,Appliances,North,229,65.03,14892.78,True
2023-02-03,Coffee Maker,Appliances,South,138,80.62,11125.56,False
2023-02-03,Blender,Appliances,East,93,50.83,4727.65,False
2023-02-03,Blender,Appliances,West,84,49.94,4194.76,False
2023-02-03,Blender,Appliances,North,136,49.93,6790.21,False
2023-02-03,Blender,Appliances,South,84,48.29,4056.06,False
2023-02-03,Office Chair,Furniture,East,166,198.89,33016.42,False
2023-02-03,Office Chair,Furniture,West,142,207.61,29480.08,False
2023-02-03,Office Chair,Furniture,North,193,199.35,38475.29,False
2023-02-03,Office Chair,Furniture,South,79,205.9,16265.9,False
2023-02-03,Desk,Furniture,East,127,293.41,37262.61,False
2023-02-03,Desk,Furniture,West,102,296.34,30226.97,False
2023-02-03,Desk,Furniture,North,102,304.99,31108.96,False
2023-02-03,Desk,Furniture,South,128,307.3,39334.08,False
2023-02-04,Laptop,Electronics,East,67,995.38,66690.43,False
2023-02-04,Laptop,Electronics,West,76,989.37,75191.8,False
2023-02-04,Laptop,Electronics,North,56,1013.62,56762.56,False
2023-02-04,Laptop,Electronics,South,59,983.22,58009.89,False
2023-02-04,Smartphone,Electronics,East,72,717.2,51638.07,False
2023-02-04,Smartphone,Electronics,West,71,536.62,38099.85,True
2023-02-04,Smartphone,Electronics,North,63,687.25,43297.04,False
2023-02-04,Smartphone,Electronics,South,59,563.26,33232.61,True
2023-02-04,Headphones,Electronics,East,36,153.2,5515.35,False
2023-02-04,Headphones,Electronics,West,72,151.2,10886.29,False
2023-02-04,Headphones,Electronics,North,60,164.43,9865.94,False
2023-02-04,Headphones,Electronics,South,59,160.44,9466.08,False
2023-02-04,Coffee Maker,Appliances,East,135,80.33,10845.17,False
2023-02-04,Coffee Maker,Appliances,West,234,61.32,14349.97,True
2023-02-04,Coffee Maker,Appliances,North,105,80.45,8447.22,False
2023-02-04,Coffee Maker,Appliances,South,105,79.08,8303.23,False
2023-02-04,Blender,Appliances,East,46,40.59,1867.25,True
2023-02-04,Blender,Appliances,West,60,49.54,2972.4,False
2023-02-04,Blender,Appliances,North,57,50.35,2869.86,False
2023-02-04,Blender,Appliances,South,95,50.68,4814.16,False
2023-02-04,Office Chair,Furniture,East,88,202.66,17834.47,False
2023-02-04,Office Chair,Furniture,West,123,197.11,24245.12,False
2023-02-04,Office Chair,Furniture,North,88,199.73,17576.53,False
2023-02-04,Office Chair,Furniture,South,97,199.53,19353.94,False
2023-02-04,Desk,Furniture,East,130,305.9,39767.33,False
2023-02-04,Desk,Furniture,West,90,294.65,26518.93,False
2023-02-04,Desk,Furniture,North,100,308.83,30882.57,False
2023-02-04,Desk,Furniture,South,83,290.15,24082.73,False
2023-02-05,Laptop,Electronics,East,89,990.66,88168.76,False
2023-02-05,Laptop,Electronics,West,59,1006.47,59381.79,False
2023-02-05,Laptop,Electronics,North,69,940.17,64871.58,False
2023-02-05,Laptop,Electronics,South,50,1024.11,51205.48,False
2023-02-05,Smartphone,Electronics,East,69,577.03,39814.86,True
2023-02-05,Smartphone,Electronics,West,92,713.04,65599.73,False
2023-02-05,Smartphone,Electronics,North,78,684.5,53391.16,False
2023-02-05,Smartphone,Electronics,South,54,692.58,37399.56,False
2023-02-05,Headphones,Electronics,East,90,159.16,14324.55,False
2023-02-05,Headphones,Electronics,West,63,154.16,9712.36,False
2023-02-05,Headphones,Electronics,North,37,127.82,4729.2,True
2023-02-05,Headphones,Electronics,South,98,162.91,15964.81,False
2023-02-05,Coffee Maker,Appliances,East,147,78.64,11559.5,False
2023-02-05,Coffee Maker,Appliances,West,131,80.41,10534.02,False
2023-02-05,Coffee Maker,Appliances,North,107,80.45,8608.35,False
2023-02-05,Coffee Maker,Appliances,South,91,79.79,7261.23,False
2023-02-05,Blender,Appliances,East,62,52.4,3248.87,False
2023-02-05,Blender,Appliances,West,76,50.06,3804.71,False
2023-02-05,Blender,Appliances,North,58,40.05,2323.13,True
2023-02-05,Blender,Appliances,South,51,50.32,2566.53,False
2023-02-05,Office Chair,Furniture,East,53,196.55,10417.08,False
2023-02-05,Office Chair,Furniture,West,108,202.22,21839.34,False
2023-02-05,Office Chair,Furniture,North,110,193.8,21318.12,False
2023-02-05,Office Chair,Furniture,South,93,199.62,18564.24,False
2023-02-05,Desk,Furniture,East,63,291.61,18371.28,False
2023-02-05,Desk,Furniture,West,78,290.87,22688.19,False
2023-02-05,Desk,Furniture,North,92,303.3,27903.63,False
2023-02-05,Desk,Furniture,South,92,297.52,27371.98,False
2023-02-06,Laptop,Electronics,East,63,992.22,62509.84,False
2023-02-06,Laptop,Electronics,West,109,989.79,107887.54,False
2023-02-06,Laptop,Electronics,North,52,986.83,51314.91,False
2023-02-06,Laptop,Electronics,South,83,800.94,66477.67,True
2023-02-06,Smartphone,Electronics,East,84,702.38,58999.62,False
2023-02-06,Smartphone,Electronics,West,97,708.53,68727.69,False
2023-02-06,Smartphone,Electronics,North,94,703.13,66094.12,False
2023-02-06,Smartphone,Electronics,South,57,716.22,40824.36,False
2023-02-06,Headphones,Electronics,East,93,163.82,15235.35,False
2023-02-06,Headphones,Electronics,West,79,159.07,12566.27,False
2023-02-06,Headphones,Electronics,North,127,157.25,19970.56,False
2023-02-06,Headphones,Electronics,South,99,156.14,15458.19,False
2023-02-06,Coffee Maker,Appliances,East,168,79.46,13348.86,False
2023-02-06,Coffee Maker,Appliances,West,147,77.57,11402.37,False
2023-02-06,Coffee Maker,Appliances,North,221,80.02,17684.3,False
2023-02-06,Coffee Maker,Appliances,South,213,77.96,16605.34,False
2023-02-06,Blender,Appliances,East,96,51.62,4955.67,False
2023-02-06,Blender,Appliances,West,143,50.77,7259.4,False
2023-02-06,Blender,Appliances,North,117,49.74,5819.76,False
2023-02-06,Blender,Appliances,South,91,48.02,4370.12,False
2023-02-06,Office Chair,Furniture,East,124,160.98,19962.01,True
2023-02-06,Office Chair,Furniture,West,164,192.19,31518.5,False
2023-02-06,Office Chair,Furniture,North,81,203.03,16445.32,False
2023-02-06,Office Chair,Furniture,South,158,196.53,31052.47,False
2023-02-06,Desk,Furniture,East,155,303.49,47041.13,False
2023-02-06,Desk,Furniture,West,157,295.75,46432.56,False
2023-02-06,Desk,Furniture,North,160,306.41,49026.15,False
2023-02-06,Desk,Furniture,South,147,292.23,42958.02,False
2023-02-07,Laptop,Electronics,East,96,962.59,92409.03,False
2023-02-07,Laptop,Electronics,West,82,993.97,81505.77,False
2023-02-07,Laptop,Electronics,North,105,1005.02,105527.04,False
2023-02-07,Laptop,Electronics,South,98,1020.96,100054.47,False
2023-02-07,Smartphone,Electronics,East,94,691.42,64993.46,False
2023-02-07,Smartphone,Electronics,West,99,558.43,55284.65,True
2023-02-07,Smartphone,Electronics,North,62,574.76,35634.92,True
2023-02-07,Smartphone,Electronics,South,91,698.74,63585.41,False
2023-02-07,Headphones,Electronics,East,65,131.82,8568.22,True
2023-02-07,Headphones,Electronics,West,97,163.03,15814.37,False
2023-02-07,Headphones,Electronics,North,118,127.31,15022.21,True
2023-02-07,Headphones,Electronics,South,53,159.67,8462.66,False
2023-02-07,Coffee Maker,Appliances,East,161,80.74,12999.46,False
2023-02-07,Coffee Maker,Appliances,West,124,79.81,9896.81,False
2023-02-07,Coffee Maker,Appliances,North,132,79.4,10480.71,False
2023-02-07,Coffee Maker,Appliances,South,123,78.33,9634.41,False
2023-02-07,Blender,Appliances,East,85,50.1,4258.45,False
2023-02-07,Blender,Appliances,West,111,49.38,5481.58,False
2023-02-07,Blender,Appliances,North,80,49.3,3943.64,False
2023-02-07,Blender,Appliances,South,65,49.6,3224.01,False
2023-02-07,Office Chair,Furniture,East,115,198.33,22807.51,False
2023-02-07,Office Chair,Furniture,West,157,194.72,30571.31,False
2023-02-07,Office Chair,Furniture,North,88,157.58,13867.42,True
2023-02-07,Office Chair,Furniture,South,122,203.89,24874.71,False
2023-02-07,Desk,Furniture,East,138,303.12,41830.94,False
2023-02-07,Desk,Furniture,West,137,295.31,40457.33,False
2023-02-07,Desk,Furniture,North,107,305.35,32672.66,False
2023-02-07,Desk,Furniture,South,190,297.53,56531.07,False
2023-02-08,Laptop,Electronics,East,123,790.11,97183.51,True
2023-02-08,Laptop,Electronics,West,50,1014.24,50712.2,False
2023-02-08,Laptop,Electronics,North,94,806.99,75856.96,True
2023-02-08,Laptop,Electronics,South,122,1004.44,122541.16,False
2023-02-08,Smartphone,Electronics,East,74,690.51,51097.9,False
2023-02-08,Smartphone,Electronics,West,121,712.6,86224.04,False
2023-02-08,Smartphone,Electronics,North,144,546.8,78738.93,True
2023-02-08,Smartphone,Electronics,South,153,710.29,108674.15,False
2023-02-08,Headphones,Electronics,East,61,158.31,9657.02,False
2023-02-08,Headphones,Electronics,West,123,156.63,19265.46,False
2023-02-08,Headphones,Electronics,North,131,162.21,21250.1,False
2023-02-08,Headphones,Electronics,South,90,157.28,14155.22,False
2023-02-08,Coffee Maker,Appliances,East,177,79.93,14147.18,False
2023-02-08,Coffee Maker,Appliances,West,113,78.28,8845.28,False
2023-02-08,Coffee Maker,Appliances,North,131,80.29,10518.4,False
2023-02-08,Coffee Maker,Appliances,South,131,80.29,10517.4,False
2023-02-08,Blender,Appliances,East,83,52.86,4387.2,False
2023-02-08,Blender,Appliances,West,130,49.82,6476.24,False
2023-02-08,Blender,Appliances,North,111,49.26,5467.53,False
2023-02-08,Blender,Appliances,South,64,50.59,3237.96,False
2023-02-08,Office Chair,Furniture,East,151,204.22,30837.56,False
2023-02-08,Office Chair,Furniture,West,124,157.17,19489.42,True
2023-02-08,Office Chair,Furniture,North,157,205.74,32300.4,False
2023-02-08,Office Chair,Furniture,South,146,196.37,28670.27,False
2023-02-08,Desk,Furniture,East,134,311.64,41759.35,False
2023-02-08,Desk,Furniture,West,127,241.1,30620.07,True
2023-02-08,Desk,Furniture,North,135,294.75,39791.58,False
2023-02-08,Desk,Furniture,South,168,294.49,49474.75,False
2023-02-09,Laptop,Electronics,East,124,1002.68,124331.81,False
2023-02-09,Laptop,Electronics,West,111,982.76,109085.93,False
2023-02-09,Laptop,Electronics,North,48,1017.52,48840.91,False
2023-02-09,Laptop,Electronics,South,127,993.39,126160.23,False
2023-02-09,Smartphone,Electronics,East,99,695.96,68899.79,False
2023-02-09,Smartphone,Electronics,West,51,717.87,36611.23,False
2023-02-09,Smartphone,Electronics,North,88,684.94,60274.35,False
2023-02-09,Smartphone,Electronics,South,90,683.84,61545.9,False
2023-02-09,Headphones,Electronics,East,109,156.99,17111.78,False
2023-02-09,Headphones,Electronics,West,87,163.51,14225.58,False
2023-02-09,Headphones,Electronics,North,130,161.15,20949.14,False
2023-02-09,Headphones,Electronics,South,104,156.21,16245.66,False
2023-02-09,Coffee Maker,Appliances,East,218,78.37,17083.92,False
2023-02-09,Coffee Maker,Appliances,West,156,79.9,12464.99,False
2023-02-09,Coffee Maker,Appliances,North,199,83.7,16656.62,False
2023-02-09,Coffee Maker,Appliances,South,134,77.51,10386.6,False
2023-02-09,Blender,Appliances,East,122,50.47,6156.74,False
2023-02-09,Blender,Appliances,West,95,48.9,4645.32,False
2023-02-09,Blender,Appliances,North,137,48.44,6636.91,False
2023-02-09,Blender,Appliances,South,96,51.39,4933.37,False
2023-02-09,Office Chair,Furniture,East,99,199.39,19740.02,False
2023-02-09,Office Chair,Furniture,West,172,202.81,34884.04,False
2023-02-09,Office Chair,Furniture,North,93,204.91,19056.61,False
2023-02-09,Office Chair,Furniture,South,199,198.85,39571.65,False
2023-02-09,Desk,Furniture,East,139,299.17,41584.36,False
2023-02-09,Desk,Furniture,West,122,302.56,36912.3,False
2023-02-09,Desk,Furniture,North,115,299.0,34384.57,False
2023-02-09,Desk,Furniture,South,67,302.74,20283.51,False
2023-02-10,Laptop,Electronics,East,63,966.24,60873.34,False
2023-02-10,Laptop,Electronics,West,87,985.81,85765.45,False
2023-02-10,Laptop,Electronics,North,93,1003.54,93329.68,False
2023-02-10,Laptop,Electronics,South,90,998.44,89859.7,False
2023-02-10,Smartphone,Electronics,East,107,725.29,77606.07,False
2023-02-10,Smartphone,Electronics,West,71,696.07,49421.16,False
2023-02-10,Smartphone,Electronics,North,133,689.79,91742.65,False
2023-02-10,Smartphone,Electronics,South,136,702.97,95603.38,False
2023-02-10,Headphones,Electronics,East,112,126.55,14173.42,True
2023-02-10,Headphones,Electronics,West,102,162.75,16600.2,False
2023-02-10,Headphones,Electronics,North,67,157.42,10547.22,False
2023-02-10,Headphones,Electronics,South,84,133.04,11175.48,True
2023-02-10,Coffee Maker,Appliances,East,216,82.37,17792.41,False
2023-02-10,Coffee Maker,Appliances,West,155,80.78,12520.31,False
2023-02-10,Coffee Maker,Appliances,North,173,79.83,13810.91,False
2023-02-10,Coffee Maker,Appliances,South,79,81.08,6405.41,False
2023-02-10,Blender,Appliances,East,89,52.04,4631.24,False
2023-02-10,Blender,Appliances,West,84,51.98,4366.42,False
2023-02-10,Blender,Appliances,North,96,49.84,4784.93,False
2023-02-10,Blender,Appliances,South,98,48.7,4772.37,False
2023-02-10,Office Chair,Furniture,East,119,199.68,23762.05,False
2023-02-10,Office Chair,Furniture,West,155,192.89,29897.38,False
2023-02-10,Office Chair,Furniture,North,142,205.53,29184.95,False
2023-02-10,Office Chair,Furniture,South,179,201.86,36132.24,False
2023-02-10,Desk,Furniture,East,176,299.4,52694.84,False
2023-02-10,Desk,Furniture,West,133,303.43,40356.5,False
2023-02-10,Desk,Furniture,North,97,301.75,29269.38,False
2023-02-10,Desk,Furniture,South,132,300.84,39710.33,False
2023-02-11,Laptop,Electronics,East,78,977.17,76219.26,False
2023-02-11,Laptop,Electronics,West,56,992.24,55565.22,False
2023-02-11,Laptop,Electronics,North,62,974.89,60443.03,False
2023-02-11,Laptop,Electronics,South,74,941.4,69663.72,False
2023-02-11,Smartphone,Electronics,East,85,694.72,59051.36,False
2023-02-11,Smartphone,Electronics,West,63,723.73,45594.98,False
2023-02-11,Smartphone,Electronics,North,73,714.32,52145.3,False
2023-02-11,Smartphone,Electronics,South,51,694.22,35405.45,False
2023-02-11,Headphones,Electronics,East,63,127.43,8028.23,True
2023-02-11,Headphones,Electronics,West,61,160.16,9769.59,False
2023-02-11,Headphones,Electronics,North,65,155.88,10132.17,False
2023-02-11,Headphones,Electronics,South,46,163.68,7529.34,False
2023-02-11,Coffee Maker,Appliances,East,101,75.83,7658.38,False
2023-02-11,Coffee Maker,Appliances,West,104,78.37,8150.82,False
2023-02-11,Coffee Maker,Appliances,North,132,81.05,10699.1,False
2023-02-11,Coffee Maker,Appliances,South,74,79.47,5880.55,False
2023-02-11,Blender,Appliances,East,80,49.45,3956.38,False
2023-02-11,Blender,Appliances,West,96,50.81,4877.31,False
2023-02-11,Blender,Appliances,North,75,49.63,3722.5,False
2023-02-11,Blender,Appliances,South,61,40.03,2441.72,True
2023-02-11,Office Chair,Furniture,East,84,194.5,16338.03,False
2023-02-11,Office Chair,Furniture,West,85,201.99,17169.22,False
2023-02-11,Office Chair,Furniture,North,132,196.48,25935.77,False
2023-02-11,Office Chair,Furniture,South,62,201.73,12507.2,False
2023-02-11,Desk,Furniture,East,86,302.54,26018.12,False
2023-02-11,Desk,Furniture,West,38,303.01,11514.24,False
2023-02-11,Desk,Furniture,North,69,309.76,21373.76,False
2023-02-11,Desk,Furniture,South,84,298.8,25099.4,False
2023-02-12,Laptop,Electronics,East,50,978.96,48948.2,False
2023-02-12,Laptop,Electronics,West,84,997.92,83825.4,False
2023-02-12,Laptop,Electronics,North,106,1031.88,109379.12,False
2023-02-12,Laptop,Electronics,South,57,999.01,56943.54,False
2023-02-12,Smartphone,Electronics,East,81,720.3,58344.6,False
2023-02-12,Smartphone,Electronics,West,56,719.26,40278.6,False
2023-02-12,Smartphone,Electronics,North,70,720.52,50436.49,False
2023-02-12,Smartphone,Electronics,South,58,692.55,40167.89,False
2023-02-12,Headphones,Electronics,East,61,134.42,8199.69,True
2023-02-12,Headphones,Electronics,West,70,162.04,11342.77,False
2023-02-12,Headphones,Electronics,North,70,155.83,10908.29,False
2023-02-12,Headphones,Electronics,South,66,152.98,10096.86,False
2023-02-12,Coffee Maker,Appliances,East,136,64.06,8711.9,True
2023-02-12,Coffee Maker,Appliances,West,148,80.35,11891.64,False
2023-02-12,Coffee Maker,Appliances,North,108,65.67,7092.48,True
2023-02-12,Coffee Maker,Appliances,South,119,77.96,9277.02,False
2023-02-12,Blender,Appliances,East,53,49.35,2615.65,False
2023-02-12,Blender,Appliances,West,62,52.11,3231.09,False
2023-02-12,Blender,Appliances,North,97,48.77,4730.43,False
2023-02-12,Blender,Appliances,South,47,49.29,2316.84,False
2023-02-12,Office Chair,Furniture,East,125,198.41,24800.65,False
2023-02-12,Office Chair,Furniture,West,86,209.2,17991.55,False
2023-02-12,Office Chair,Furniture,North,102,163.66,16693.36,True
2023-02-12,Office Chair,Furniture,South,106,201.33,21341.46,False
2023-02-12,Desk,Furniture,East,91,295.68,26906.47,False
2023-02-12,Desk,Furniture,West,83,304.68,25288.66,False
2023-02-12,Desk,Furniture,North,66,306.48,20227.79,False
2023-02-12,Desk,Furniture,South,84,300.19,25216.31,False
2023-02-13,Laptop,Electronics,East,103,1007.91,103814.35,False
2023-02-13,Laptop,Electronics,West,111,980.27,108810.43,False
2023-02-13,Laptop,Electronics,North,106,1017.88,107895.57,False
2023-02-13,Laptop,Electronics,South,107,960.43,102765.57,False
2023-02-13,Smartphone,Electronics,East,126,549.38,69221.34,True
2023-02-13,Smartphone,Electronics,West,107,542.71,58070.28,True
2023-02-13,Smartphone,Electronics,North,109,691.11,75331.0,False
2023-02-13,Smartphone,Electronics,South,117,705.89,82589.31,False
2023-02-13,Headphones,Electronics,East,92,128.94,11862.42,True
2023-02-13,Headphones,Electronics,West,107,126.72,13559.03,True
2023-02-13,Headphones,Electronics,North,73,159.88,11671.09,False
2023-02-13,Headphones,Electronics,South,79,160.82,12704.6,False
2023-02-13,Coffee Maker,Appliances,East,192,79.3,15225.65,False
2023-02-13,Coffee Maker,Appliances,West,162,80.7,13073.65,False
2023-02-13,Coffee Maker,Appliances,North,164,80.57,13213.9,False
2023-02-13,Coffee Maker,Appliances,South,113,80.25,9067.88,False
2023-02-13,Blender,Appliances,East,96,49.26,4729.16,False
2023-02-13,Blender,Appliances,West,92,51.18,4708.79,False
2023-02-13,Blender,Appliances,North,112,50.58,5664.99,False
2023-02-13,Blender,Appliances,South,116,51.02,5918.23,False
2023-02-13,Office Chair,Furniture,East,99,162.62,16099.02,True
2023-02-13,Office Chair,Furniture,West,129,200.28,25836.48,False
2023-02-13,Office Chair,Furniture,North,142,199.66,28351.03,False
2023-02-13,Office Chair,Furniture,South,134,200.7,26894.44,False
2023-02-13,Desk,Furniture,East,181,294.89,53374.54,False
2023-02-13,Desk,Furniture,West,134,307.64,41224.04,False
2023-02-13,Desk,Furniture,North,161,305.03,49109.29,False
2023-02-13,Desk,Furniture,South,152,305.22,46393.9,False
2023-02-14,Laptop,Electronics,East,96,1006.64,96637.64,False
2023-02-14,Laptop,Electronics,West,109,1021.29,111320.96,False
2023-02-14,Laptop,Electronics,North,80,983.25,78660.14,False
2023-02-14,Laptop,Electronics,South,120,989.5,118739.85,False
2023-02-14,Smartphone,Electronics,East,92,700.54,64449.89,False
2023-02-14,Smartphone,Electronics,West,57,703.92,40123.67,False
2023-02-14,Smartphone,Electronics,North,159,697.78,110946.36,False
2023-02-14,Smartphone,Electronics,South,144,697.45,100432.76,False
2023-02-14,Headphones,Electronics,East,100,165.44,16543.98,False
2023-02-14,Headphones,Electronics,West,68,158.0,10743.97,False
2023-02-14,Headphones,Electronics,North,96,163.41,15687.65,False
2023-02-14,Headphones,Electronics,South,49,162.74,7974.04,False
2023-02-14,Coffee Maker,Appliances,East,102,80.22,8182.65,False
2023-02-14,Coffee Maker,Appliances,West,153,79.26,12126.4,False
2023-02-14,Coffee Maker,Appliances,North,137,77.83,10663.18,False
2023-02-14,Coffee Maker,Appliances,South,179,80.5,14410.33,False
2023-02-14,Blender,Appliances,East,62,49.81,3088.13,False
2023-02-14,Blender,Appliances,West,88,51.42,4524.83,False
2023-02-14,Blender,Appliances,North,99,50.32,4981.59,False
2023-02-14,Blender,Appliances,South,73,49.3,3598.75,False
2023-02-14,Office Chair,Furniture,East,136,166.53,22647.58,True
2023-02-14,Office Chair,Furniture,West,129,201.28,25964.9,False
2023-02-14,Office Chair,Furniture,North,111,203.28,22564.41,False
2023-02-14,Office Chair,Furniture,South,147,196.09,28825.04,False
2023-02-14,Desk,Furniture,East,162,296.67,48060.96,False
2023-02-14,Desk,Furniture,West,108,295.3,31892.2,False
2023-02-14,Desk,Furniture,North,68,302.82,20591.7,False
2023-02-14,Desk,Furniture,South,97,230.03,22312.86,True
2023-02-15,Laptop,Electronics,East,86,993.46,85437.23,False
2023-02-15,Laptop,Electronics,West,72,1009.28,72667.97,False
2023-02-15,Laptop,Electronics,North,108,785.83,84869.44,True
2023-02-15,Laptop,Electronics,South,120,809.37,97124.47,True
2023-02-15,Smartphone,Electronics,East,105,696.62,73145.18,False
2023-02-15,Smartphone,Electronics,West,95,697.69,66280.49,False
2023-02-15,Smartphone,Electronics,North,69,548.61,37854.39,True
2023-02-15,Smartphone,Electronics,South,69,682.95,47123.43,False
2023-02-15,Headphones,Electronics,East,82,129.31,10603.16,True
2023-02-15,Headphones,Electronics,West,65,162.09,10535.58,False
2023-02-15,Headphones,Electronics,North,73,161.33,11777.42,False
2023-02-15,Headphones,Electronics,South,83,155.94,12943.34,False
2023-02-15,Coffee Maker,Appliances,East,141,79.79,11250.68,False
2023-02-15,Coffee Maker,Appliances,West,125,79.35,9918.78,False
2023-02-15,Coffee Maker,Appliances,North,147,80.28,11801.45,False
2023-02-15,Coffee Maker,Appliances,South,207,78.11,16168.43,False
2023-02-15,Blender,Appliances,East,121,40.38,4885.57,True
2023-02-15,Blender,Appliances,West,76,40.82,3102.37,True
2023-02-15,Blender,Appliances,North,90,49.59,4463.33,False
2023-02-15,Blender,Appliances,South,104,49.02,5098.3,False
2023-02-15,Office Chair,Furniture,East,125,197.15,24643.87,False
2023-02-15,Office Chair,Furniture,West,102,206.42,21055.33,False
2023-02-15,Office Chair,Furniture,North,155,198.14,30711.44,False
2023-02-15,Office Chair,Furniture,South,97,197.89,19195.47,False
2023-02-15,Desk,Furniture,East,157,293.35,46055.52,False
2023-02-15,Desk,Furniture,West,133,233.29,31027.89,True
2023-02-15,Desk,Furniture,North,106,298.82,31674.68,False
2023-02-15,Desk,Furniture,South,107,299.95,32094.41,False
2023-02-16,Laptop,Electronics,East,95,985.42,93614.99,False
2023-02-16,Laptop,Electronics,West,146,1002.79,146407.01,False
2023-02-16,Laptop,Electronics,North,64,802.52,51361.03,True
2023-02-16,Laptop,Electronics,South,78,985.2,76845.81,False
2023-02-16,Smartphone,Electronics,East,100,703.39,70339.2,False
2023-02-16,Smartphone,Electronics,West,97,704.21,68308.73,False
2023-02-16,Smartphone,Electronics,North,62,687.53,42626.6,False
2023-02-16,Smartphone,Electronics,South,108,669.24,72278.42,False
2023-02-16,Headphones,Electronics,East,109,130.17,14188.19,True
2023-02-16,Headphones,Electronics,West,90,157.43,14168.73,False
2023-02-16,Headphones,Electronics,North,104,163.2,16972.28,False
